filename	word	vowel	freq_f1	amp_f1	width_f1	freq_f2	amp_f2	width_f2	freq_f3	amp_f3	width_f3	freq_h1	amp_h1	freq_h2	amp_h2	amp_h3	amp_p0	freq_p0	p0_id	p0prominence	a1p0_h1	a1p0_h2	a1p0_h3	a1p0	a1p0_compensated	freq_p1	amp_p1	a1p1	a1p1_compensated	a3p0	vwl_amp_rms	vwl_duration	timepoint	point_time	point_vwlpct	attempted_fix	status	errorflag	initial_bi
T0055G0002S0042	l?ii3	ii3	344	48.46	192	1618	30.8	170	2475	32.49	165	125	32.58	250	43.35	48.46	43.35	250	H2	2.83	15.88	5.11	0.00111	5.11	7.55873	938	21.24	27.22	28.96255	-10.85683	0.044973274	70	1	0.82	0	None	Auto	None	l
T0055G0002S0042	l??5	l	719	35.25	89	1262	24.14	410	2294	12.99	240	94	18.92	188	25.55	25.65	25.55	188	H2	3.27	16.33	9.7	9.60403	9.7	11.79643	875	24.75	10.5	14.03803	-12.55626	0.036729728	50	1	3.28	0	None	Auto	None	l
T0055G0002S0042	l??5	??5	531	27.52	214	1455	14.86	677	2559	14.52	283	94	18.83	188	22.15	22.2	22.15	188	H2	1.63	8.69	5.37	5.32415	5.37	7.48493	875	15.23	12.29	14.50587	-7.62552	0.033589686	140	1	3.33	0	None	Auto	None	l
T0055G0002S0044	l?3?	l	594	51.29	123	1452	45.71	77	2507	31.7	251	125	31.44	250	41.69	38.82	41.69	250	H2	6.56	19.85	9.6	12.4661	9.6	11.79224	875	39.09	12.2	15.04987	-9.98859	0.061833139	80	1	0.89	0	None	Auto	None	l
T0055G0002S0044	l?3?	?3	656	46.96	93	1304	44	47	2507	20.05	335	94	26.7	219	39.15	35.32	39.15	219	H2	8.14	20.26	7.81	11.63935	7.81	9.96786	969	32.36	14.6	17.61135	-19.0957	0.062862431	60	1	0.97	0	None	Auto	None	l
T0055G0002S0044	l??5	l	469	28.69	554	1530	15.22	1421	2254	18.29	403	156	27.17	188	28.24	32.17	28.24	188	H2	-0.92	1.52	0.45	-3.48246	0.45	2.51202	875	16.35	12.34	14.21317	-9.95421	0.062205736	40	1	1.11	0	None	Auto	Shallow	l
T0055G0002S0044	l??5	??5	781	30.11	329	1293	28.7	246	2412	16.22	363	94	25	188	28.55	15.65	28.55	188	H2	3.91	5.11	1.56	14.45828	1.56	3.65312	875	26.65	3.46	6.33071	-12.33209	0.061180204	80	1	1.15	0	None	Auto	None	l
T0055G0002S0045	naa3	n	625	36	240	1571	33.05	94	2749	13.22	630	94	27.65	219	33.44	32.09	33.44	219	H2	3.57	8.35	2.56	3.91073	2.56	4.68508	938	29.19	6.81	9.36136	-20.22459	0.047920394	60	1	1.06	0	None	Auto	None	n
T0055G0002S0045	naa3	aa3	406	38.71	260	1525	25.85	139	2730	9.62	647	94	27.92	188	34.08	29.3	34.08	188	H2	5.47	10.79	4.63	9.40697	4.63	6.77793	875	23.97	14.74	16.68378	-24.46044	0.041447702	140	1	1.12	0	None	Auto	Shallow	n
T0055G0002S0045	l?ii3	l?	781	31.56	249	1413	31.55	125	2305	21.99	266	94	25.39	188	31.3	27	31.3	188	H2	5.1	6.17	0.26	4.56028	0.26	2.3546	875	26.96	4.6	7.44071	-9.31363	0.025914774	60	1	1.26	0	None	Auto	None	l
T0055G0002S0045	l?ii3	ii3	406	38.23	147	1641	18.98	305	2478	19.75	167	94	24.29	219	31.56	31.8	31.56	219	H2	3.52	13.94	6.67	6.4348	6.67	8.9581	938	19.65	18.58	20.34986	-11.8096	0.022704808	140	1	1.32	0	None	Auto	None	l
T0055G0002S0046	n?i2n	n?_0	375	41.3	347	1624	20.95	718	2604	21.79	175	125	31.6	250	40.75	41.3	40.75	250	H2	4.3	9.7	0.55	0.0035	0.55	2.79975	969	23.99	17.31	18.97836	-18.95706	0.052564277	30	1	1.27	0	None	Auto	None	n
T0055G0002S0046	n?i2n	i2	344	43.95	592	1680	19.12	992	2745	23.28	315	125	30.15	219	40.05	43.95	40.05	219	H2	3	13.8	3.9	0.00066	3.9	5.97256	1031	26.04	17.91	19.58616	-16.77055	0.051066477	30	1	1.3	0	None	Auto	None	n
T0055G0002S0047	naa3	n	688	41.09	308	1592	46.06	50	2735	28.86	356	125	23.29	219	35.65	37.58	35.65	219	H2	5.22	17.8	5.44	3.51281	5.44	7.54681	1031	33.35	7.74	10.3391	-6.79163	0.05511469	70	1	1.11	0	None	Auto	None	n
T0055G0002S0047	naa3	aa3	313	39.66	330	1410	32.06	145	2353	25.47	468	94	31.61	219	40.15	39.66	40.15	219	H2	4.51	8.05	-0.49	-0.00331	-0.49	1.72486	938	26.86	12.8	14.83554	-14.67802	0.05449409	270	1	1.18	0	HighF1Corrected	Auto	None	n
T0055G0002S0047	naa3	n	375	39.9	398	1523	29.43	129	2800	14.16	604	94	26.69	188	36.79	32.61	36.79	188	H2	7.13	13.21	3.11	7.28774	3.11	5.22419	875	25.11	14.79	16.69233	-22.62814	0.059432128	50	1	2.99	0	None	Auto	None	n
T0055G0002S0047	naa3	aa3	406	39.5	527	1529	23.79	539	2565	12.11	915	94	28.68	219	37.9	35.49	37.9	219	H2	5.81	10.82	1.6	4.01299	1.6	3.7018	906	27.15	12.35	14.28825	-25.78876	0.056251014	150	1	3.04	0	None	Auto	None	n
T0055G0002S0051	n?ii3	n?	375	38.13	235	1313	20.88	451	2517	13.65	281	94	23.62	188	32.91	28.12	32.91	188	H2	7.05	14.51	5.22	10.01444	5.22	7.38779	875	21.98	16.15	18.20348	-19.25874	0.031751523	70	1	2	0	None	Auto	Shallow	n
T0055G0002S0051	n?ii3	ii3	281	16.85	1944	1361	12.44	373	2730	2.46	831	94	10.66	250	21.08	16.85	21.08	250	H2	8.85	6.19	-4.23	-0.00443	-4.23	-2.23369	1000	10.76	6.09	8.63014	-18.62322	0.031428588	50	1	2.07	0	None	Auto	HarmDev	n
T0055G0002S0052	n?ii3	n?_0	344	40.97	178	1570	21.75	321	2623	24.05	101	125	28.53	219	39.16	40.97	39.16	219	H2	4.41	12.44	1.81	-0.00292	1.81	4.19072	938	12.73	28.24	29.96744	-15.10747	0.042313623	60	1	1.33	0	None	Auto	None	n
T0055G0002S0052	n?ii3	ii3	313	38.14	432	1442	24.25	572	2631	17.86	250	94	27.63	219	38.98	38.14	38.98	219	H2	6.1	10.51	-0.84	0.00211	-0.84	1.302	969	21.17	16.97	18.8593	-21.11739	0.040067544	50	1	1.39	0	None	Auto	None	n
T0055G0002S0052	l?au2	l?	375	39.67	135	1629	20.61	281	2524	18.84	170	94	26.11	188	35.1	33.17	35.1	188	H2	5.46	13.56	4.57	6.49964	4.57	6.84575	938	12.39	27.28	28.96938	-16.26371	0.039002529	110	1	1.44	0	None	Auto	None	l
T0055G0002S0052	l?au2	au2	563	40.36	112	1597	29.82	139	2371	19.26	294	94	23.67	188	30.68	28.26	30.68	188	H2	4.71	16.69	9.68	12.10401	9.68	11.80606	875	20.48	19.88	22.09647	-11.42348	0.035188312	80	1	1.55	0	None	Auto	None	l
T0055G0002S0055	l??5	l_0	469	44.58	125	1288	35.29	64	2840	13.89	296	125	29.32	219	37.83	37.95	37.83	219	H2	4.2	15.26	6.75	6.63214	6.75	9.01098	1031	28.36	16.22	19.27771	-23.94145	0.056117917	40	1	1.46	0	None	Auto	None	l
T0055G0002S0055	l??5	??5	563	37.73	281	1314	39.19	99	2401	16.26	521	125	24.71	219	36.76	33.01	36.76	219	H2	7.9	13.02	0.97	4.71735	0.97	3.10856	1031	30.25	7.48	10.67545	-20.50271	0.051701906	180	1	1.5	0	None	Auto	None	l
T0055G0002S0058	l??5	l	438	35.45	481	1157	32.94	150	2379	20.75	197	125	25.02	219	37.54	34.5	37.54	219	H2	7.78	10.43	-2.09	0.94986	-2.09	0.03971	1000	32.07	3.38	7.41152	-16.79173	0.038440446	40	1	1.34	0	None	Auto	None	l
T0055G0002S0058	l??5	??5	719	43.79	92	1258	40.32	45	2270	14.82	742	125	27.57	250	35	36.49	35	250	H2	2.96	16.22	8.79	7.30046	8.79	10.98983	969	29.02	14.77	18.13126	-20.17627	0.037632411	70	1	1.38	0	None	Auto	None	l
T0055G0002S0058	n??5	n	813	32.07	592	1100	37.17	150	2504	8.03	765	94	22.13	188	31.14	26.24	31.14	188	H2	6.96	9.94	0.93	5.82897	0.93	3.00008	1000	36.27	-4.2	1.36846	-23.10695	0.026344165	50	1	4.23	0	None	Auto	Shallow	n
T0055G0002S0058	n??5	??5	406	34.6	612	1339	26.48	233	2668	7.82	582	94	26.79	188	32.25	24.62	32.25	188	H2	6.55	7.81	2.35	9.97809	2.35	4.41278	969	20.12	14.48	16.88088	-24.43301	0.021251063	210	1	4.28	0	None	Auto	None	n
T0055G0002S0060	naa3	n_1	344	37.51	372	1283	29.89	144	2290	23.39	369	125	24.83	219	38.99	37.51	38.99	219	H2	7.82	12.68	-1.48	0.00052	-1.48	0.70497	1000	30.14	7.37	10.10483	-15.59745	0.05244768	40	1	1.09	0	HighF1Corrected	Auto	None	n
T0055G0002S0060	naa3	aa3	313	38	461	1248	35.11	95	2186	23.12	303	94	32.72	219	39.22	38	39.22	219	H2	3.86	5.28	-1.22	-0.00296	-1.22	0.9171	969	24.95	13.05	15.81478	-16.09734	0.050115346	110	1	1.13	0	HighF1Corrected	Auto	None	n
T0055G0002S0061	l??5	l	594	46.27	175	1313	46.73	41	2515	30.06	134	125	36.16	250	35.74	33.81	36.16	125	H1	0.43	10.11	10.53	12.45803	10.11	12.15469	938	29.53	16.74	19.70999	-6.10195	0.04919642	60	1	0.81	0	None	Auto	None	l
T0055G0002S0061	l??5	??5	563	45.1	148	1298	40.08	75	2529	25.32	246	125	29.3	219	37.06	36.94	37.06	219	H2	3.94	15.8	8.04	8.15884	8.04	10.21814	1031	33.27	11.83	15.01232	-11.74099	0.05520059	190	1	0.87	0	None	Auto	None	l
T0055G0002S0062	l??2?	l?	844	12.53	551	2092	-1.29	1069	3017	-0.37	1159	94	27.19	219	26.85	24.4	27.19	94	H1	0.34	-14.66	-14.32	-11.8712	-14.66	-12.64994	1031	12.13	0.4	3.09969	-27.56218	0.032694541	70	1	3.65	0	None	Auto	None	l
T0055G0002S0062	l??2?	?2	344	45.18	99	2000	25.24	422	2672	19.47	569	125	23.96	219	38.15	45.18	38.15	219	H2	3.58	21.22	7.03	0.00329	7.03	9.48565	1031	13.74	31.44	32.94375	-18.67522	0.031208993	50	1	3.72	0	None	Auto	None	l
T0055G0002S0062	l??2?	l?	344	42.12	208	1918	26.32	283	2452	18.51	985	94	24.96	219	35.67	42.12	35.67	219	H2	2.13	17.16	6.45	0.00323	6.45	8.78132	875	22.77	19.35	20.86467	-17.16319	0.032271727	50	1	5.56	0	None	Auto	None	l
T0055G0002S0062	l??2?	?2	344	38.66	439	1500	17.36	567	2429	20.68	224	125	24.69	250	34.64	38.66	34.64	250	H2	2.96	13.97	4.02	-0.00341	4.02	6.18811	938	21.25	17.41	19.18694	-13.96108	0.03086842	40	1	5.61	0	None	Auto	None	l
T0055G0002S0063	n?ii3	n?	1281	18.21	322	1917	11.55	624	2955	9.33	548	156	30.53	281	20.93	12.66	30.53	156	H1	9.6	-12.32	-2.72	5.54991	-12.32	-10.29788	1000	10.17	8.04	11.90199	-21.19799	0.015077787	30	1	0	0	HighF1Corrected	Auto	HighF1	n
T0055G0002S0063	n?ii3	ii3	1281	18.21	322	1917	11.55	624	2955	9.33	548	156	30.53	281	20.93	12.66	30.53	156	H1	9.6	-12.32	-2.72	5.54991	-12.32	-10.29788	1000	10.17	8.04	11.90199	-21.19799	0.018986724	40	1	0.03	0	HighF1Corrected	Auto	HighF1	n
T0055G0002S0064	n?i4	n	500	46.61	58	1575	34.23	64	2472	15.07	622	125	34.54	250	39.34	43.6	39.34	250	H2	0.28	12.07	7.27	3.0146	7.27	9.6682	875	22.38	24.23	26.09738	-24.26758	0.050871528	60	1	1.72	0	None	Auto	None	n
T0055G0002S0064	n?i4	?i4	375	45.38	185	1653	30.42	319	2112	19.15	874	125	36.52	250	39.7	45.38	39.7	250	H2	-1.25	8.86	5.68	-0.00247	5.68	8.00679	1031	29.51	15.87	17.7563	-20.55333	0.045474351	110	1	1.78	0	None	Auto	None	n
T0055G0002S0065	l??4n	l?	375	43.75	139	1153	23.28	365	2452	11.15	227	125	34	250	35.99	43.75	35.99	250	H2	-2.89	9.75	7.76	-0.00239	7.76	10.27489	1000	26.47	17.28	20.14557	-24.83643	0.034528699	80	1	1.03	0	None	Auto	None	l
T0055G0002S0065	l??4n	?4	531	46.4	130	1093	37.9	136	2494	17.08	295	125	34.44	281	39.54	43.03	39.54	281	H2	0.8	11.96	6.86	3.36539	6.86	9.30258	938	35.71	10.69	14.62379	-22.45797	0.034965792	30	1	1.11	0	None	Auto	None	l
T0055G0002S0065	l??4n	n	531	46.2	77	1091	37.24	108	2620	14.85	463	125	34.25	250	38.86	39.57	38.86	250	H2	1.95	11.95	7.34	6.62742	7.34	9.63294	1031	36.37	9.83	17.25865	-24.01205	0.033687663	110	1	1.14	0	None	Auto	None	l
T0055G0002S0066	l?ii4	l?	375	41.23	133	1479	17.32	611	2634	15.37	289	125	36.5	250	37.78	41.23	37.78	250	H2	-1.09	4.73	3.45	0.00059	3.45	5.93679	1000	16.25	24.98	26.81024	-22.4072	0.036885644	40	1	0.65	0	None	Auto	None	l
T0055G0002S0066	l?ii4	ii4	281	46.25	66	1806	29.6	162	2514	19.87	926	156	37.18	281	46.25	45.98	46.25	281	H2	4.67	9.07	0	0.27202	0	2.95073	875	15.24	31.01	32.57647	-26.37718	0.042104636	140	1	0.69	0	None	Auto	A1isP0	l
T0055G0002S0069	lau3	l	563	34.98	425	1039	31.54	282	2701	11.45	253	94	27.15	188	33.45	29.42	33.45	188	H2	5.17	7.83	1.53	5.564	1.53	3.63084	1031	31.17	3.81	8.11015	-21.9987	0.023780346	100	1	2.13	0	None	Auto	Crash-PulseBegin	l
T0055G0002S0069	lau3	au3	563	34.98	425	1039	31.54	282	2701	11.45	253	94	27.15	188	33.45	29.42	33.45	188	H2	5.17	7.83	1.53	5.564	1.53	3.63084	1031	31.17	3.81	8.11015	-21.9987	0.024234288	120	1	2.23	0	None	Auto	Crash-PulseBegin	l
T0055G0002S0069	n?ii3	n?	438	38.28	232	1342	37.54	52	2474	15.5	534	125	30.38	219	35.28	35.36	35.28	219	H2	2.4	7.9	3	2.92303	3	5.1731	875	27.14	11.14	13.60812	-19.7837	0.033719209	170	1	2.66	0	None	Auto	None	n
T0055G0002S0069	n?ii3	ii3	344	39.41	39	1837	16.64	214	2566	5.22	801	125	31.12	219	31.46	39.41	31.46	219	H2	-3.8	8.29	7.95	-0.00297	7.95	10.51355	938	8.49	30.92	32.44611	-26.23531	0.037956495	80	1	2.83	0	None	Auto	None	n
T0055G0002S0069	lai5	l	500	47.8	70	1548	30.72	176	2555	17.89	371	94	32.07	188	36.02	34.9	36.02	188	H2	2.54	15.73	11.78	12.90445	11.78	13.96613	906	12.71	35.09	37.00898	-18.13404	0.054137201	40	1	4.66	0	None	Auto	None	l
T0055G0002S0069	lai5	ai5	531	44.69	76	1502	32.61	82	2423	14.73	802	94	24.38	219	33.79	33.86	33.79	219	H2	4.67	20.31	10.9	10.83442	10.9	13.1307	1031	22.51	22.18	24.40957	-19.06255	0.052112723	60	1	4.7	0	None	Auto	None	l
T0055G0002S0072	l??2n	l?	500	54.16	72	1023	46.47	65	2478	17.39	539	125	35.05	250	42.99	45.9	42.99	250	H2	2.52	19.11	11.17	8.26293	11.17	13.52209	1031	46.47	7.69	23.38262	-25.59731	0.065660483	80	1	1.14	0	None	Auto	None	l
T0055G0002S0072	l??2n	?2	438	49.72	55	1255	37.34	67	2494	20.79	285	125	30.88	219	39.32	40.98	39.32	219	H2	3.39	18.84	10.4	8.74131	10.4	12.72119	1000	30.38	19.34	22.32865	-18.52651	0.063993907	50	1	1.22	0	None	Auto	None	l
T0055G0002S0074	l?ii4	l?	625	46.82	135	1422	41.09	103	2638	16.46	984	125	33.57	250	39.05	37.74	39.05	250	H2	3.39	13.25	7.77	9.07646	7.77	9.96966	875	37.56	9.26	12.03489	-22.5943	0.065171598	80	1	1.34	0	None	Auto	None	l
T0055G0002S0074	l?ii4	ii4	344	44.33	76	1891	30.47	117	2698	20.07	538	125	32.4	219	38.82	44.33	38.82	219	H2	0.45	11.93	5.51	-0.00261	5.51	7.91701	938	12.1	32.23	33.78557	-18.74523	0.066652021	50	1	1.42	0	None	Auto	None	l
T0055G0002S0074	lau3	l	438	44.75	200	1223	37.41	111	2876	12.85	632	94	33.16	219	38.43	36.33	38.43	219	H2	3.69	11.59	6.32	8.41978	6.32	8.51317	969	33.03	11.72	14.84627	-25.58423	0.063374075	80	1	1.86	0	None	Auto	None	l
T0055G0002S0074	lau3	au3	625	47.26	124	1137	38.13	147	2785	16.76	557	94	29.96	219	36.22	35.51	36.22	219	H2	3.49	17.3	11.04	11.75193	11.04	13.21796	938	38.75	8.51	12.20411	-19.4553	0.06355877	120	1	1.94	0	None	Auto	None	l
T0055G0002S0077	l?ii4	l?	406	46.87	142	1303	34.33	110	2516	11.7	524	94	28.53	219	36.72	37.95	36.72	219	H2	3.48	18.34	10.15	8.91778	10.15	12.47549	1031	26.97	19.9	22.74825	-25.02426	0.053516386	70	1	0.92	0	None	Auto	None	l
T0055G0002S0077	l?ii4	ii4	281	45.14	147	1894	28.64	159	2549	23.9	377	125	36.92	281	45.14	40.26	45.14	281	H2	6.55	8.22	0	4.8804	0	2.9595	938	16.62	28.52	30.02092	-21.24459	0.055517282	110	1	0.99	0	None	Auto	A1isP0	l
T0055G0002S0077	l??5	l	406	49.73	42	1793	32.21	108	2629	23.76	325	188	38.35	406	49.73	35.08	38.35	188	H1	13.01	11.38	0	14.65111	11.38	13.64357	1000	17.93	31.8	33.46008	-14.59293	0.033852408	60	1	1.68	0	None	Auto	None	l
T0055G0002S0077	l??5	??5	906	8.8	380	1386	6.99	647	2750	-4.26	654	156	-0.31	250	2.4	1.58	2.4	250	H2	1.76	9.11	6.4	7.21812	6.4	8.48772	906	8.8	0	4.0648	-6.66176	0.032169062	130	1	1.74	0	None	Auto	Crash-EndPulseUndef	l
T0055G0002S0078	l??u2	l?	188	33	381	2047	7.46	819	2897	14.52	587	94	24.56	188	33	30.84	33	188	H2	5.29	8.44	0	2.15547	0	2.05824	1031	4.34	28.66	30.04276	-18.48479	0.039279726	180	1	0.35	0	None	Auto	A1isP0	l
T0055G0002S0078	l??u2	?u2	406	44.57	88	1781	23.4	210	2280	16.52	1172	94	32.94	219	38.56	41.88	38.56	219	H2	1.15	11.63	6.01	2.68936	6.01	8.4349	1031	15.08	29.49	31.15942	-22.04488	0.044735632	150	1	0.53	0	None	Auto	None	l
T0055G0002S0079	n?ii3	n?	406	41.35	121	1754	22.11	501	2531	22.41	778	94	31.65	188	38.84	36.97	38.84	188	H2	4.53	9.7	2.51	4.38335	2.51	4.69339	1000	19.57	21.78	23.50585	-16.42962	0.05020119	30	1	2.46	0	None	Auto	None	n
T0055G0002S0079	n?ii3	ii3	406	36.89	89	1781	12.11	476	3322	15.29	908	94	29.33	188	38.78	36.87	38.78	188	H2	5.68	7.56	-1.89	0.02165	-1.89	0.40404	969	10.95	25.94	27.51833	-23.48946	0.056626705	350	1	2.49	0	None	Auto	Shallow	n
T0055G0002S0080	n?ii3	n?	500	42.21	266	1452	41.37	104	2568	21.24	744	125	32.25	250	36.6	36.38	36.6	250	H2	2.29	9.96	5.61	5.83197	5.61	7.80139	969	28.63	13.58	16.05784	-15.35581	0.077114469	110	1	0.95	0	None	Auto	None	n
T0055G0002S0080	n?ii3	ii3	344	31.02	277	1211	11.44	1017	2591	7.7	397	156	30.27	188	31.48	31.02	31.48	188	H2	0.83	0.75	-0.46	0.00076	-0.46	1.68656	875	13.06	17.96	19.71519	-23.7786	0.076518278	130	1	1.06	0	None	Auto	Shallow	n
T0055G0002S0081	n?i4	n	500	48.33	144	1275	41.08	86	2521	24.39	168	125	37.29	250	40.79	43.52	40.79	250	H2	0.38	11.04	7.54	4.80842	7.54	9.84041	1031	32.99	15.34	18.55447	-16.40068	0.053268277	60	1	0.58	0	None	Auto	None	n
T0055G0002S0081	n?i4	?i4	438	46.21	331	1590	41.76	127	2473	23.6	660	156	39.39	281	44.5	46.21	44.5	281	H2	1.7	6.82	1.71	0.00237	1.71	3.99141	875	32.28	13.93	15.91525	-20.8969	0.060036463	100	1	0.64	0	None	Auto	None	n
T0055G0002S0082	l??5	l	375	36.4	264	1652	20.39	359	2662	11.42	794	156	-6.58	375	36.4	-4.19	-6.58	156	H1	41.79	42.98	0	40.58851	42.98	45.07825	1031	-12.61	49.01	50.89102	18.00208	0.036684437	50	1	1.72	0	None	Auto	Shallow	l
T0055G0002S0082	l??5	??5	1031	8.73	358	1905	-1.2	1333	2748	2.89	917	125	-0.41	188	2.14	2.86	2.14	188	H2	2.14	9.14	6.59	5.86947	6.59	8.62247	1031	8.73	0	4.12794	0.75081	0.032345797	100	1	1.77	0	HighF1Corrected	Auto	Shallow	l
T0055G0002S0083	l?au2	l?	344	32.82	391	1703	19.11	278	2976	3.3	1064	125	26.01	219	30.48	32.82	30.48	219	H2	1.07	6.81	2.34	0.00182	2.34	4.49121	1031	18.89	13.93	15.78663	-27.18053	0.042544097	100	1	0.42	0	None	Auto	Crash-PulseBegin	l
T0055G0002S0083	l?au2	au2	438	40.8	73	1611	28.47	111	2268	15.05	624	94	30.26	219	34.25	32.63	34.25	219	H2	2.8	10.54	6.55	8.17414	6.55	8.81252	875	20.16	20.64	22.51272	-19.19859	0.043438096	130	1	0.52	0	None	Auto	None	l
T0055G0002S0083	l??5	l_0	344	42.61	114	1310	29.62	81	2701	13.54	257	125	29.99	219	37.95	42.61	37.95	219	H2	1.65	12.62	4.66	-0.00104	4.66	7.02063	1031	19.91	22.7	25.50832	-24.41002	0.049030927	30	1	1.57	0	None	Auto	None	l
T0055G0002S0083	l??5	??5	438	45.05	283	1447	35.91	203	2377	19.22	529	125	29.81	219	36.86	39.45	36.86	219	H2	2.23	15.24	8.19	5.60497	8.19	10.38282	906	28.26	16.79	18.86319	-17.64105	0.047722819	80	1	1.6	0	None	Auto	None	l
T0055G0002S0084	n?ii3	n?_1	344	40.57	196	1717	18.02	406	2650	22.87	131	125	32.48	250	38.04	40.57	38.04	250	H2	1.51	8.09	2.53	-0.00275	2.53	4.89786	969	12.45	28.12	29.83464	-15.1721	0.056186445	60	1	0.91	0	None	Auto	None	n
T0055G0002S0084	n?ii3	ii3	438	41.12	83	1500	10.62	680	2276	10.29	297	125	28.7	219	34.48	36.67	34.48	219	H2	1.8	12.42	6.64	4.44947	6.64	8.96089	1000	19.83	21.29	23.09275	-24.18664	0.056346765	180	1	0.97	0	None	Auto	None	n
T0055G0002S0084	n?ii3	n?_1	406	36.68	145	1498	16.3	323	2664	12.75	236	94	28.55	188	36.08	31.99	36.08	188	H2	5.81	8.13	0.6	4.68966	0.6	2.82619	906	5.82	30.86	32.68854	-23.326	0.029156292	30	1	1.97	0	None	Auto	Shallow	n
T0055G0002S0084	n?ii3	ii3	406	37.6	98	1646	8.38	723	2374	21.33	90	94	27.02	188	34.29	29.75	34.29	188	H2	5.91	10.58	3.31	7.8535	3.31	5.55977	1000	7.27	30.33	31.98077	-12.95612	0.027621669	130	1	2	0	None	Auto	Shallow	n
T0055G0002S0085	n?2?	n	500	52.76	119	1221	37.43	229	2483	27.04	138	125	37.82	250	43.4	45.71	43.4	250	H2	1.63	14.94	9.36	7.04965	9.36	11.70804	1000	35.12	17.64	20.69971	-16.36091	0.057335636	40	1	1.78	0	None	Auto	None	n
T0055G0002S0085	n?2?	?2	344	43.79	1038	1078	36.23	506	2551	22.2	173	125	32.94	219	40.16	43.79	40.16	219	H2	1.8	10.85	3.63	0.0023	3.63	5.63329	1031	36.23	7.56	10.14725	-17.95514	0.060817013	40	1	1.82	0	None	Auto	None	n
T0055G0002S0086	n??2n	n?	406	44.97	68	2199	27.82	178	2895	24.18	352	125	38	281	44.63	44.97	44.63	281	H2	3.15	6.97	0.34	0.00052	0.34	3.11822	1000	19.57	25.4	26.87518	-20.44709	0.055006	70	1	0.85	0	None	Auto	None	n
T0055G0002S0086	n??2n	?2	375	46.52	111	2330	22.29	418	2847	22.01	1006	125	37.47	250	43.19	46.52	43.19	250	H2	1.19	9.05	3.33	-0.0032	3.33	5.76173	1000	22.99	23.53	24.99878	-21.18188	0.054589585	130	1	0.92	0	None	Auto	None	n
T0055G0002S0086	n?u2?	n?_0	344	41.89	120	1447	22.71	446	2669	25.55	92	125	33.61	250	40.13	41.89	40.13	250	H2	2.39	8.28	1.76	0.00485	1.76	4.24796	969	19.62	22.27	24.19161	-14.58051	0.059984372	70	1	1.11	0	None	Auto	None	n
T0055G0002S0086	n?u2?	u2	438	47.94	204	1383	38.5	103	2640	23.84	232	125	34.46	219	41.47	41.26	41.47	219	H2	3.61	13.48	6.47	6.67506	6.47	8.70516	1000	30.26	17.68	20.07874	-17.62937	0.061269842	90	1	1.18	0	None	Auto	None	n
T0055G0002S0086	l?ii4	l?	375	43.9	98	1449	26.95	175	2467	19.09	382	125	36.15	250	41.73	43.9	41.73	250	H2	1.7	7.75	2.17	-0.00352	2.17	4.63158	875	23.83	20.07	21.98079	-22.63883	0.069055532	40	1	1.32	0	None	Auto	None	l
T0055G0002S0086	l?ii4	ii4	375	46.81	79	2452	22.1	946	2501	19.36	1743	125	37.74	250	44.07	46.81	44.07	250	H2	1.79	9.07	2.74	-0.00126	2.74	5.38124	906	21.1	25.71	27.08084	-24.70651	0.075784268	100	1	1.36	0	None	Auto	None	l
T0055G0002S0087	l?oo4	l?	438	31.08	412	1143	19.04	652	2502	11.66	292	94	21.56	188	29.89	26.49	29.89	188	H2	5.86	9.52	1.19	4.58857	1.19	3.29531	906	24.98	6.1	8.31705	-18.2324	0.058676999	70	1	1.5	0	None	Auto	None	l
T0055G0002S0087	l?oo4	oo4	500	45.04	71	986	39.25	44	2577	8.71	333	94	28.57	188	34.85	29.09	34.85	188	H2	6.02	16.47	10.19	15.95265	10.19	12.4006	969	39.25	5.79	24.06171	-26.14157	0.055527125	180	1	1.57	0	None	Auto	None	l
T0055G0002S0089	l?ii4	l?	406	43.3	61	1203	23.14	253	2445	13.82	158	125	36.01	281	39.24	43.3	39.24	281	H2	-0.41	7.29	4.06	0.00237	4.06	6.93503	1031	11.54	31.76	35.01795	-25.41661	0.043020712	50	1	0.69	0	None	Auto	None	l
T0055G0002S0089	l?ii4	ii4	313	46.74	107	1837	20.1	560	2612	22.71	608	156	36.83	313	46.74	43.77	46.74	313	H2	6.44	9.91	0	2.97386	0	3.35521	906	13.1	33.64	35.16003	-24.03161	0.042582133	90	1	0.74	0	None	Auto	A1isP0	l
T0055G0002S0093	l??2n	l?	500	54.51	30	1351	34.31	123	2539	19.74	588	125	35.81	250	43.78	43.96	43.78	250	H2	3.89	18.7	10.73	10.54504	10.73	13.07948	906	32.05	22.46	24.72783	-24.03822	0.06742298	90	1	0.94	0	None	Auto	None	l
T0055G0002S0093	l??2n	?2	469	48.63	47	1358	30.53	103	2497	19.16	281	125	30.1	219	39.02	43.04	39.02	219	H2	2.45	18.53	9.61	5.595	9.61	11.93003	938	23	25.63	27.8439	-19.86072	0.066078076	80	1	1.03	0	None	Auto	None	l
T0055G0002S0093	n?ii3	n?_0	375	40.27	84	1609	16.2	483	2622	17.78	178	125	35.41	250	40.04	40.27	40.04	250	H2	2.2	4.86	0.23	0.00078	0.23	2.86399	1000	19.17	21.1	22.83014	-22.25737	0.058887374	60	1	1.14	0	None	Auto	None	n
